GTIN,codigo_producto
63766,63766
63768,63768
63769,63769
63771,63771
63772,63772
63774,63774
63777,63777
63778,63778
63779,63779
63781,63781
63783,63783
63786,63786
63789,63789
63790,63790
63791,63791
63796,63796
63797,63797
63798,63798
63799,63799
63800,63800
63801,63801
63802,63802
63804,63804
63805,63805
63806,63806
63807,63807
63808,63808
63810,63810
63814,63814
63815,63815
63819,63819
63820,63820
63821,63821
63822,63822
63823,63823
63824,63824
63825,63825
63826,63826
63827,63827
63828,63828
63829,63829
63830,63830
63831,63831
63833,63833
63834,63834
63835,63835
63836,63836
63837,63837
63838,63838
63839,63839
63840,63840
63841,63841
63842,63842
63843,63843
63844,63844
63846,63846
63847,63847
63848,63848
63849,63849
63850,63850
63851,63851
63852,63852
63854,63854
63855,63855
63856,63856
63857,63857
63858,63858
63859,63859
63860,63860
63861,63861
63862,63862
63863,63863
63864,63864
63865,63865
63866,63866
63867,63867
63868,63868
63869,63869
63870,63870
63871,63871
63872,63872
63874,63874
63876,63876
63877,63877
63878,63878
63879,63879
63880,63880
63881,63881
63882,63882
63883,63883
63884,63884
63885,63885
63886,63886
63887,63887
63888,63888
63889,63889
63890,63890
63891,63891
63892,63892
63893,63893
63894,63894
63895,63895
63896,63896
63897,63897
63898,63898
63900,63900
63901,63901
63902,63902
63903,63903
63904,63904
63905,63905
63906,63906
63907,63907
63909,63909
63910,63910
63911,63911
63912,63912
63913,63913
63914,63914
63915,63915
63916,63916
63917,63917
63918,63918
63919,63919
63921,63921
63922,63922
63923,63923
63924,63924
63925,63925
63926,63926
63928,63928
63929,63929
63931,63931
63932,63932
63933,63933
63934,63934
63935,63935
63936,63936
63937,63937
63938,63938
63939,63939
63940,63940
63942,63942
63943,63943
63944,63944
63945,63945
63946,63946
63947,63947
63948,63948
63949,63949
63950,63950
63951,63951
63952,63952
63953,63953
63955,63955
63956,63956
63958,63958
63959,63959
63961,63961
63962,63962
63963,63963
63967,63967
63970,63970
63971,63971
63973,63973
63974,63974
63975,63975
63976,63976
63978,63978
63979,63979
63982,63982
63983,63983
63984,63984
63985,63985
63986,63986
63987,63987
63988,63988
63989,63989
63990,63990
63991,63991
63994,63994
63995,63995
63996,63996
63997,63997
63998,63998
63999,63999
64000,64000
64001,64001
64002,64002
64003,64003
64004,64004
64005,64005
64006,64006
64007,64007
64008,64008
64009,64009
64010,64010
64011,64011
64012,64012
64013,64013
64014,64014
64015,64015
64017,64017
64021,64021
64023,64023
64024,64024
64025,64025
64026,64026
64027,64027
64031,64031
64032,64032
64034,64034
64035,64035
64036,64036
64037,64037
64039,64039
64040,64040
64043,64043
64044,64044
64045,64045
64046,64046
64047,64047
64048,64048
64049,64049
64050,64050
64051,64051
64055,64055
64056,64056
64057,64057
64058,64058
64060,64060
64062,64062
64063,64063
64064,64064
64065,64065
64066,64066
64067,64067
64068,64068
64069,64069
64070,64070
64071,64071
64072,64072
64074,64074
64075,64075
64077,64077
64078,64078
64079,64079
64080,64080
64081,64081
64082,64082
64083,64083
64084,64084
64085,64085
64086,64086
64087,64087
64088,64088
64089,64089
64090,64090
64091,64091
64092,64092
64094,64094
64096,64096
64097,64097
64099,64099
64100,64100
64101,64101
64102,64102
64103,64103
64104,64104
64105,64105
64106,64106
64107,64107
64108,64108
64109,64109
64110,64110
64111,64111
64112,64112
64113,64113
64114,64114
64115,64115
64116,64116
64117,64117
64118,64118
64119,64119
64120,64120
64122,64122
64127,64127
64134,64134
64138,64138
64142,64142
64148,64148
64151,64151
64152,64152
64169,64169
64172,64172
64174,64174
64176,64176
64182,64182
64183,64183
64187,64187
64194,64194
64200,64200
64201,64201
64203,64203
64204,64204
64205,64205
64206,64206
64207,64207
64208,64208
64209,64209
64210,64210
64211,64211
64212,64212
64213,64213
64214,64214
64216,64216
64218,64218
64221,64221
64225,64225
64226,64226
64228,64228
64229,64229
64230,64230
64231,64231
64232,64232
64233,64233
64234,64234
64235,64235
64237,64237
64238,64238
64239,64239
64240,64240
64242,64242
64243,64243
64244,64244
64245,64245
64246,64246
64247,64247
64248,64248
64249,64249
64250,64250
64251,64251
64252,64252
64254,64254
64255,64255
64256,64256
64257,64257
64258,64258
64260,64260
64261,64261
64262,64262
64263,64263
64264,64264
64265,64265
64266,64266
64267,64267
64269,64269
64271,64271
64272,64272
64273,64273
64274,64274
64275,64275
64276,64276
64277,64277
64278,64278
64279,64279
64280,64280
64281,64281
64282,64282
64287,64287
64288,64288
64289,64289
64290,64290
64291,64291
64292,64292
64294,64294
64295,64295
64299,64299
64301,64301
64302,64302
64303,64303
64305,64305
64306,64306
64307,64307
64308,64308
64309,64309
64310,64310
64311,64311
64312,64312
64313,64313
64314,64314
64315,64315
64316,64316
64317,64317
64318,64318
64319,64319
64320,64320
64321,64321
64322,64322
64323,64323
64324,64324
64325,64325
64326,64326
64327,64327
64328,64328
64329,64329
64330,64330
64331,64331
64332,64332
64335,64335
64336,64336
64337,64337
64340,64340
64341,64341
64342,64342
64343,64343
64344,64344
64345,64345
64346,64346
64347,64347
64348,64348
64349,64349
64350,64350
64351,64351
64352,64352
64353,64353
64354,64354
64356,64356
64357,64357
64358,64358
64359,64359
64360,64360
64361,64361
64362,64362
64363,64363
64364,64364
64365,64365
64366,64366
64367,64367
64368,64368
64369,64369
64370,64370
64371,64371
64372,64372
64373,64373
64374,64374
64375,64375
64376,64376
64377,64377
64378,64378
64379,64379
64380,64380
64381,64381
64382,64382
64384,64384
64385,64385
64386,64386
64387,64387
64390,64390
64391,64391
64392,64392
64393,64393
64394,64394
64395,64395
64396,64396
64397,64397
64398,64398
64399,64399
64400,64400
64401,64401
64402,64402
64403,64403
64404,64404
64405,64405
64406,64406
64407,64407
64408,64408
64409,64409
64410,64410
64411,64411
64412,64412
64413,64413
64415,64415
64416,64416
64417,64417
64418,64418
64419,64419
64420,64420
64421,64421
64422,64422
64423,64423
64424,64424
64425,64425
64426,64426
64427,64427
64428,64428
64429,64429
64430,64430
64431,64431
64432,64432
64433,64433
64434,64434
64435,64435
64436,64436
64437,64437
64438,64438
64439,64439
64440,64440
64441,64441
64442,64442
64444,64444
64446,64446
64447,64447
64448,64448
64449,64449
64450,64450
64451,64451
64452,64452
64453,64453
64454,64454
64455,64455
64456,64456
64458,64458
64459,64459
64460,64460
64461,64461
64462,64462
64463,64463
64464,64464
64465,64465
64466,64466
64467,64467
64468,64468
64469,64469
64470,64470
64471,64471
64472,64472
64474,64474
64475,64475
64476,64476
64477,64477
64478,64478
64479,64479
64480,64480
64481,64481
64482,64482
64483,64483
64484,64484
64485,64485
64486,64486
64487,64487
64488,64488
64493,64493
64494,64494
64495,64495
64496,64496
64497,64497
64499,64499
64500,64500
64501,64501
64502,64502
64503,64503
64504,64504
64506,64506
64507,64507
64508,64508
64509,64509
64510,64510
64511,64511
64513,64513
64521,64521
64522,64522
64523,64523
64524,64524
64525,64525
64526,64526
64527,64527
64528,64528
64529,64529
64530,64530
64531,64531
64532,64532
64533,64533
64537,64537
64538,64538
64539,64539
64540,64540
64541,64541
64542,64542
64543,64543
64544,64544
64545,64545
64546,64546
64547,64547
64548,64548
64549,64549
64550,64550
64551,64551
64552,64552
64553,64553
64554,64554
64555,64555
64556,64556
64557,64557
64558,64558
64559,64559
64560,64560
64561,64561
64562,64562
64563,64563
64564,64564
64565,64565
64566,64566
64567,64567
64569,64569
64570,64570
64571,64571
64572,64572
64573,64573
64574,64574
64575,64575
64578,64578
64580,64580
64581,64581
64582,64582
64583,64583
64584,64584
64585,64585
64586,64586
64588,64588
64589,64589
64590,64590
64591,64591
64593,64593
64594,64594
64595,64595
64596,64596
64602,64602
64603,64603
64604,64604
64605,64605
64610,64610
64611,64611
64613,64613
64614,64614
64615,64615
64616,64616
64621,64621
64624,64624
64625,64625
64626,64626
64627,64627
64628,64628
64629,64629
64630,64630
64631,64631
64633,64633
64634,64634
64635,64635
64637,64637
64639,64639
64640,64640
64641,64641
64642,64642
64643,64643
64645,64645
64646,64646
64647,64647
64648,64648
64649,64649
64650,64650
64651,64651
64652,64652
64653,64653
64654,64654
64655,64655
64656,64656
64657,64657
64658,64658
64659,64659
64660,64660
64661,64661
64662,64662
64663,64663
64664,64664
64665,64665
64666,64666
64667,64667
64668,64668
64669,64669
64670,64670
64672,64672
64673,64673
64674,64674
64675,64675
64676,64676
64677,64677
64678,64678
64679,64679
64680,64680
64681,64681
64682,64682
64683,64683
64684,64684
64685,64685
64686,64686
64687,64687
64688,64688
64689,64689
64690,64690
64691,64691
64692,64692
64694,64694
64695,64695
64696,64696
64697,64697
64698,64698
64699,64699
64700,64700
64701,64701
64702,64702
64703,64703
64704,64704
64705,64705
64706,64706
64707,64707
64708,64708
64711,64711
64712,64712
64713,64713
64714,64714
64715,64715
64716,64716
64717,64717
64718,64718
64720,64720
64721,64721
64722,64722
64723,64723
64724,64724
64726,64726
64728,64728
64729,64729
64731,64731
64732,64732
64733,64733
64734,64734
64735,64735
64736,64736
64737,64737
64739,64739
64740,64740
64741,64741
64746,64746
64748,64748
64749,64749
64750,64750
64751,64751
64752,64752
64753,64753
64756,64756
64757,64757
64758,64758
64759,64759
64760,64760
64761,64761
64762,64762
64764,64764
64765,64765
64766,64766
64767,64767
64768,64768
64769,64769
64770,64770
64774,64774
64775,64775
64776,64776
64777,64777
64778,64778
64779,64779
64783,64783
64784,64784
64785,64785
64786,64786
64787,64787
64788,64788
64789,64789
64790,64790
64791,64791
64792,64792
64793,64793
64794,64794
64795,64795
64796,64796
64797,64797
64798,64798
64799,64799
64800,64800
64801,64801
64802,64802
64803,64803
64804,64804
64805,64805
64806,64806
64807,64807
64808,64808
64809,64809
64810,64810
64811,64811
64812,64812
64813,64813
64814,64814
64815,64815
64816,64816
64818,64818
64819,64819
64820,64820
64821,64821
64822,64822
64823,64823
64824,64824
64825,64825
64826,64826
64827,64827
64829,64829
64830,64830
64831,64831
64832,64832
64833,64833
64835,64835
64836,64836
64837,64837
64838,64838
64839,64839
64840,64840
64841,64841
64842,64842
64843,64843
64844,64844
64845,64845
64846,64846
64847,64847
64848,64848
64849,64849
64850,64850
64851,64851
64853,64853
64854,64854
64855,64855
64856,64856
64857,64857
64868,64868
64872,64872
64873,64873
64874,64874
64875,64875
64876,64876
64877,64877
64878,64878
64879,64879
64880,64880
64881,64881
64882,64882
64883,64883
64884,64884
64885,64885
64886,64886
64887,64887
64888,64888
64889,64889
64890,64890
64891,64891
64892,64892
64893,64893
64897,64897
64898,64898
64899,64899
64900,64900
64901,64901
64905,64905
64913,64913
64914,64914
64915,64915
64916,64916
64917,64917
64918,64918
64919,64919
64920,64920
64921,64921
64922,64922
64923,64923
64924,64924
64925,64925
64926,64926
64927,64927
64928,64928
64929,64929
64930,64930
64931,64931
64932,64932
64933,64933
64934,64934
64936,64936
64937,64937
64938,64938
64939,64939
64941,64941
64942,64942
64943,64943
64944,64944
64945,64945
64947,64947
64948,64948
64951,64951
64953,64953
64957,64957
64958,64958
64961,64961
64962,64962
64963,64963
64964,64964
64965,64965
64966,64966
64967,64967
64968,64968
64969,64969
64971,64971
64972,64972
64973,64973
64978,64978
64979,64979
64981,64981
64982,64982
64983,64983
64984,64984
64985,64985
64986,64986
64987,64987
64988,64988
64989,64989
64990,64990
64991,64991
64992,64992
64993,64993
64994,64994
64995,64995
64996,64996
64997,64997
64998,64998
64999,64999
65000,65000
65002,65002
65003,65003
65004,65004
65007,65007
65008,65008
65009,65009
65010,65010
65013,65013
65015,65015
65016,65016
65017,65017
65018,65018
65019,65019
65021,65021
65022,65022
65023,65023
650240001314,91282
650240001864,91175
650240003196,93176
650240003974,87340
650240004001,93167
650240004216,87386
650240004643,88505
650240004681,93415
650240004803,93416
650240007019,92205
650240007408,95357
650240007828,93414
650240009563,92960
650240009709,92176
65024001141,93162
650240011832,95556
650240014581,98348
650240023835,95555
650240027468,95232
650240027543,94117
650240027727,94707
650240028731,97342
650240028823,91631
650240029950,93172
650240031823,92963
650240032332,94209
650240032349,94210
650240032356,93014
650240032363,92473
650240032455,93942
650240032462,93169
650240032479,93168
650240032516,93164
650240032677,94708
650240032684,05433
650240032691,93943
650240032738,94934
650240033193,94954
650240035166,95554
650240035401,93166
650240035647,95778
650240036965,92080
650240038280,96704
650240040160,94954
650240051029,97034
650240055607,96128
650240057540,97604
650240062063,96273
650240063213,98597
650240063244,98597
650240066443,98384
650240069192,98597
650240069208,98597
650240070037,93165
65025,65025
65026,65026
65027,65027
65028,65028
65029,65029
65030,65030
65031,65031
65033,65033
65034,65034
65035,65035
65036,65036
65037,65037
65039,65039
65042,65042
65043,65043
65044,65044
65045,65045
65046,65046
65048,65048
65049,65049
65050,65050
65052,65052
65053,65053
65054,65054
65056,65056
65057,65057
65058,65058
65059,65059
65060,65060
65061,65061
65063,65063
65064,65064
65065,65065
65066,65066
65067,65067
65069,65069
65070,65070
65071,65071
65072,65072
65073,65073
65074,65074
65075,65075
65076,65076
65077,65077
65078,65078
65079,65079
65080,65080
65081,65081
65082,65082
65083,65083
65084,65084
65085,65085
65086,65086
65087,65087
65088,65088
65089,65089
65092,65092
65093,65093
65094,65094
65095,65095
65096,65096
65097,65097
65100,65100
65102,65102
65103,65103
65104,65104
65105,65105
65106,65106
65107,65107
65109,65109
65110,65110
65111,65111
65112,65112
65113,65113
65115,65115
65116,65116
65119,65119
65120,65120
65121,65121
65122,65122
65123,65123
65125,65125
65127,65127
65128,65128
65129,65129
65130,65130
65131,65131
65132,65132
65133,65133
65134,65134
65135,65135
65136,65136
65137,65137
65138,65138
65139,65139
65140,65140
65141,65141
65142,65142
65143,65143
65144,65144
65145,65145
65146,65146
65147,65147
65148,65148
65151,65151
65152,65152
65153,65153
65154,65154
65155,65155
65156,65156
65157,65157
65158,65158
65159,65159
65160,65160
65161,65161
65162,65162
65163,65163
65164,65164
65165,65165
65166,65166
65167,65167
65168,65168
65170,65170
65171,65171
65173,65173
65174,65174
65175,65175
65176,65176
65177,65177
65178,65178
65180,65180
65183,65183
65184,65184
65185,65185
65186,65186
65187,65187
65190,65190
65191,65191
65194,65194
65197,65197
65198,65198
65199,65199
65200,65200
65201,65201
65202,65202
65204,65204
65207,65207
65208,65208
65209,65209
65213,65213
65217,65217
65219,65219
65220,65220
65221,65221
65222,65222
65223,65223
65224,65224
65225,65225
65227,65227
65228,65228
65229,65229
65230,65230
65231,65231
65232,65232
65233,65233
65234,65234
65235,65235
65236,65236
65237,65237
65238,65238
65241,65241
65242,65242
65243,65243
65244,65244
65245,65245
65246,65246
65247,65247
65249,65249
65250,65250
65251,65251
65252,65252
65253,65253
65254,65254
65255,65255
65256,65256
65257,65257
65258,65258
65259,65259
65260,65260
65261,65261
65262,65262
65263,65263
65264,65264
65265,65265
65266,65266
65267,65267
65268,65268
65269,65269
65270,65270
65271,65271
65272,65272
65273,65273
65274,65274
65275,65275
65276,65276
65277,65277
65278,65278
65279,65279
65288,65288
65289,65289
65290,65290
65291,65291
65292,65292
65293,65293
65294,65294
65295,65295
65297,65297
65298,65298
65299,65299
65300,65300
65301,65301
65302,65302
65303,65303
65304,65304
65305,65305
65306,65306
65307,65307
65309,65309
65310,65310
65311,65311
65312,65312
65313,65313
65314,65314
65315,65315
65316,65316
65317,65317
65320,65320
65321,65321
65322,65322
65323,65323
65324,65324
65326,65326
65327,65327
65328,65328
65329,65329
65330,65330
65331,65331
65332,65332
65333,65333
65335,65335
65336,65336
65337,65337
65338,65338
65339,65339
65340,65340
65341,65341
65342,65342
65344,65344
65345,65345
65346,65346
65348,65348
65350,65350
65353,65353
65354,65354
65355,65355
65356,65356
65357,65357
6535920,93812
65360,65360
65361,65361
65362,65362
65363,65363
65365,65365
65366,65366
65367,65367
65368,65368
65370,65370
65371,65371
65372,65372
65373,65373
65374,65374
65375,65375
65376,65376
65378,65378
65380,65380
65381,65381
65382,65382
65383,65383
65384,65384
65385,65385
65386,65386
65387,65387
65388,65388
65390,65390
65395,65395
65396,65396
65397,65397
65399,65399
65400,65400
65404,65404
65407,65407
65409,65409
65411,65411
65413,65413
65417,65417
65418,65418
65419,65419
65422,65422
65423,65423
65425,65425
65426,65426
65428,65428
65429,65429
65430,65430
65431,65431
65432,65432
65433,65433
65434,65434
65436,65436
65437,65437
65438,65438
65439,65439
65440,65440
65441,65441
65442,65442
65443,65443
65444,65444
65445,65445
65446,65446
65447,65447
65448,65448
65450,65450
65451,65451
65453,65453
65454,65454
65455,65455
65456,65456
65459,65459
65460,65460
65461,65461
65464,65464
65465,65465
65466,65466
65467,65467
65468,65468
65471,65471
65472,65472
65479,65479
65480,65480
65481,65481
65482,65482
65483,65483
65484,65484
65485,65485
65486,65486
65492,65492
65494,65494
65496,65496
65497,65497
65498,65498
65499,65499
65500,65500
65501,65501
65502,65502
65503,65503
65504,65504
65506,65506
65507,65507
65508,65508
65509,65509
65510,65510
65511,65511
65512,65512
65513,65513
65514,65514
65515,65515
65516,65516
65518,65518
65520,65520
65523,65523
65524,65524
65525,65525
65526,65526
65527,65527
65528,65528
65529,65529
65531,65531
65533,65533
65534,65534
65535,65535
65537,65537
65538,65538
65541,65541
65546,65546
65547,65547
65548,65548
65549,65549
65550,65550
65553,65553
65554,65554
65559,65559
65563,65563
65564,65564
65565,65565
65568,65568
65570,65570
65571,65571
65572,65572
65573,65573
65574,65574
65575,65575
65576,65576
65577,65577
65578,65578
65579,65579
65580,65580
65581,65581
65582,65582
65583,65583
65584,65584
65585,65585
65586,65586
65587,65587
65588,65588
65589,65589
65590,65590
65591,65591
65592,65592
65593,65593
65594,65594
65595,65595
65596,65596
65597,65597
65598,65598
65599,65599
65600,65600
65601,65601
65602,65602
65603,65603
65604,65604
65607,65607
65608,65608
65609,65609
65610,65610
65611,65611
65612,65612
65613,65613
65614,65614
65615,65615
65616,65616
65617,65617
65618,65618
65622,65622
65623,65623
65624,65624
65625,65625
65626,65626
65627,65627
65628,65628
65629,65629
65630,65630
65631,65631
65632,65632
65633,65633
65635,65635
65636,65636
65637,65637
65638,65638
65639,65639
65640,65640
65641,65641
65642,65642
65643,65643
65644,65644
65645,65645
65646,65646
65647,65647
65648,65648
65650,65650
65651,65651
65652,65652
65653,65653
65654,65654
65655,65655
65656,65656
65657,65657
65658,65658
65659,65659
65660,65660
65661,65661
65662,65662
65663,65663
65664,65664
65665,65665
65667,65667
65668,65668
65669,65669
65670,65670
65671,65671
65672,65672
65673,65673
65674,65674
65675,65675
65676,65676
65678,65678
65681,65681
65682,65682
65683,65683
65684,65684
65685,65685
65686,65686
65687,65687
65688,65688
65689,65689
65690,65690
65691,65691
65692,65692
65693,65693
65694,65694
65695,65695
65696,65696
65697,65697
65698,65698
65699,65699
65700,65700
65701,65701
65702,65702
65703,65703
65704,65704
65705,65705
65706,65706
65707,65707
65708,65708
65709,65709
65710,65710
65711,65711
65712,65712
65713,65713
65714,65714
65715,65715
65716,65716
65717,65717
65718,65718
65719,65719
65720,65720
65721,65721
65722,65722
65723,65723
65724,65724
65725,65725
65726,65726
65727,65727
65728,65728
65729,65729
65730,65730
65731,65731
65732,65732
65733,65733
65739,65739
65741,65741
65749,65749
65750,65750
65751,65751
65754,65754
65755,65755
65756,65756
65757,65757
65758,65758
65759,65759
65760,65760
65761,65761
65762,65762
65763,65763
65764,65764
65765,65765
65766,65766
65767,65767
65768,65768
65769,65769
65770,65770
65771,65771
65773,65773
65774,65774
65775,65775
65776,65776
65777,65777
65778,65778
65779,65779
65780,65780
65781,65781
65782,65782
65783,65783
65784,65784
65785,65785
65786,65786
65787,65787
65788,65788
65789,65789
65790,65790
65791,65791
65792,65792
65793,65793
65794,65794
65795,65795
65796,65796
65797,65797
65798,65798
65802,65802
65803,65803
65804,65804
65806,65806
65807,65807
65808,65808
65809,65809
65810,65810
65811,65811
65812,65812
65813,65813
65819,65819
65820,65820
65821,65821
65822,65822
65823,65823
65828,65828
65829,65829
65830,65830
65831,65831
65832,65832
658325046052,93476
6583251560348,98341
658325391299,97497
65834,65834
65835,65835
65836,65836
65837,65837
65838,65838
65840,65840
65841,65841
65842,65842
65843,65843
65844,65844
65845,65845
65846,65846
65848,65848
65849,65849
65850,65850
65851,65851
65853,65853
65859,65859
65860,65860
65861,65861
65862,65862
65863,65863
65864,65864
65865,65865
65866,65866
65868,65868
65869,65869
65871,65871
65872,65872
65873,65873
65877,65877
65878,65878
65880,65880
65881,65881
65882,65882
65883,65883
65884,65884
65885,65885
65886,65886
65887,65887
65888,65888
65889,65889
65890,65890
65891,65891
65892,65892
65894,65894
65897,65897
65898,65898
65899,65899
65900,65900
65902,65902
65903,65903
65904,65904
65906,65906
65907,65907
65908,65908
65910,65910
65911,65911
65912,65912
65914,65914
65915,65915
65916,65916
65917,65917
65918,65918
65919,65919
65920,65920
65921,65921
65922,65922
65924,65924
65926,65926
65927,65927
65928,65928
65929,65929
65936,65936
65937,65937
65939,65939
65940,65940
65942,65942
65943,65943
65944,65944
65945,65945
65946,65946
65947,65947
65948,65948
65949,65949
65950,65950
65951,65951
65952,65952
65953,65953
65954,65954
65955,65955
65956,65956
65957,65957
65958,65958
65959,65959
65960,65960
65961,65961
65962,65962
65963,65963
65964,65964
65966,65966
65967,65967
65968,65968
65969,65969
65970,65970
65971,65971
65972,65972
65973,65973
65974,65974
65975,65975
65976,65976
65978,65978
65979,65979
65980,65980
65981,65981
65982,65982
65983,65983
65984,65984
65985,65985
65986,65986
65987,65987
65988,65988
65989,65989
65991,65991
65998,65998
65999,65999
66000,66000
66001,66001
66002,66002
66003,66003
66004,66004
66005,66005
66006,66006
66007,66007
66008,66008
66009,66009
66010,66010
66011,66011
66012,66012
66013,66013
66014,66014
66015,66015
66017,66017
66018,66018
66019,66019
66022,66022
66023,66023
66024,66024
66025,66025
66026,66026
66027,66027
66029,66029
66032,66032
66033,66033
66034,66034
66035,66035
66036,66036
66038,66038
66039,66039
66040,66040
66041,66041
66042,66042
66044,66044
66045,66045
66046,66046
66047,66047
66048,66048
66056,66056
66057,66057
66060,66060
66061,66061
66063,66063
66064,66064
66065,66065
66066,66066
66067,66067
66070,66070
66071,66071
66072,66072
66073,66073
66074,66074
66075,66075
66078,66078
66079,66079
66080,66080
66082,66082
66083,66083
66084,66084
66085,66085
66086,66086
66087,66087
66088,66088
66089,66089
66090,66090
66095,66095
66096,66096
66097,66097
66098,66098
66100,66100
66101,66101
66102,66102
66103,66103
66104,66104
66105,66105
66106,66106
66107,66107
66108,66108
66109,66109
66110,66110
66111,66111
66112,66112
66113,66113
66114,66114
66115,66115
66116,66116
66117,66117
66118,66118
66119,66119
66121,66121
66122,66122
66123,66123
66124,66124
66125,66125
66126,66126
66127,66127
66128,66128
66129,66129
66130,66130
66131,66131
66132,66132
66133,66133
66134,66134
66135,66135
66136,66136
66137,66137
66138,66138
66139,66139
66140,66140
66141,66141
66142,66142
66143,66143
66144,66144
66145,66145
66146,66146
66147,66147
66149,66149
66150,66150
66151,66151
66152,66152
66153,66153
66154,66154
66155,66155
66156,66156
66157,66157
66158,66158
66159,66159
66160,66160
66161,66161
66162,66162
66163,66163
66164,66164
66165,66165
66166,66166
66167,66167
66168,66168
66169,66169
66170,66170
66171,66171
66172,66172
66173,66173
66174,66174
66175,66175
66177,66177
66178,66178
66179,66179
66180,66180
66183,66183
66184,66184
66185,66185
66187,66187
66188,66188
66189,66189
66190,66190
66191,66191
66192,66192
66193,66193
66194,66194
66195,66195
66197,66197
66198,66198
66199,66199
66205,66205
66208,66208
66209,66209
66210,66210
66211,66211
66212,66212
66213,66213
66214,66214
66215,66215
66216,66216
66217,66217
66218,66218
66219,66219
66220,66220
66221,66221
66222,66222
66223,66223
66224,66224
66225,66225
66226,66226
66227,66227
66228,66228
66229,66229
66230,66230
66231,66231
66232,66232
66233,66233
66234,66234
66236,66236
66238,66238
66242,66242
66244,66244
66245,66245
66246,66246
66247,66247
66248,66248
66249,66249
66250,66250
66251,66251
66252,66252
66253,66253
66254,66254
66255,66255
66256,66256
66257,66257
66259,66259
66260,66260
66261,66261
66262,66262
66263,66263
66264,66264
66265,66265
66266,66266
66267,66267
66268,66268
66269,66269
66270,66270
66271,66271
66272,66272
66273,66273
66274,66274
66275,66275
66276,66276
66277,66277
66278,66278
66279,66279
66280,66280
66281,66281
66282,66282
66283,66283
66284,66284
66285,66285
66288,66288
66290,66290
66293,66293
66294,66294
66295,66295
66296,66296
66297,66297
66298,66298
66300,66300
66301,66301
66302,66302
66304,66304
66305,66305
66306,66306
66307,66307
66308,66308
66309,66309
66311,66311
66312,66312
66313,66313
66314,66314
66315,66315
66316,66316
66317,66317
66318,66318
66319,66319
66320,66320
66321,66321
66322,66322
66324,66324
66327,66327
66328,66328
66329,66329
66330,66330
66331,66331
66332,66332
66333,66333
66334,66334
66335,66335
66336,66336
66337,66337
66338,66338
66339,66339
66340,66340
66342,66342
66343,66343
66344,66344
66345,66345
66347,66347
66348,66348
66350,66350
66356,66356
66358,66358
66359,66359
66360,66360
66361,66361
66362,66362
66363,66363
66364,66364
66365,66365
66366,66366
66367,66367
66368,66368
66369,66369
66370,66370
66371,66371
66372,66372
66373,66373
66374,66374
66375,66375
66376,66376
66377,66377
66378,66378
66379,66379
66380,66380
66381,66381
66382,66382
66383,66383
66384,66384
66385,66385
66386,66386
66387,66387
66388,66388
66389,66389
66390,66390
66395,66395
66396,66396
66398,66398
66399,66399
66400,66400
66401,66401
66402,66402
66403,66403
66404,66404
66405,66405
66406,66406
66407,66407
66408,66408
66409,66409
66410,66410
66411,66411
66412,66412
66413,66413
66414,66414
66415,66415
66416,66416
66417,66417
66418,66418
66419,66419
66420,66420
66421,66421
66422,66422
66423,66423
66424,66424
66425,66425
66426,66426
66427,66427
66428,66428
66429,66429
66431,66431
66440,66440
66444,66444
66445,66445
66446,66446
66447,66447
66448,66448
66449,66449
66450,66450
66451,66451
66454,66454
66457,66457
66458,66458
66459,66459
66460,66460
66461,66461
66462,66462
66463,66463
66464,66464
66465,66465
66467,66467
66468,66468
66469,66469
66471,66471
66472,66472
66473,66473
66474,66474
66475,66475
66476,66476
66477,66477
66481,66481
66483,66483
66488,66488
66489,66489
66490,66490
66491,66491
66492,66492
66493,66493
66494,66494
66495,66495
66496,66496
66498,66498
66499,66499
66500,66500
66501,66501
66502,66502
66504,66504
66505,66505
66506,66506
66507,66507
66508,66508
66509,66509
66510,66510
66511,66511
66512,66512
66513,66513
66517,66517
66518,66518
66522,66522
66523,66523
66527,66527
66528,66528
66529,66529
66530,66530
66531,66531
66532,66532
66534,66534
66535,66535
66536,66536
66538,66538
66539,66539
66541,66541
66542,66542
66543,66543
66544,66544
66545,66545
66546,66546
66547,66547
66548,66548
66549,66549
66550,66550
66551,66551
66552,66552
66553,66553
66555,66555
66556,66556
66558,66558
66559,66559
66560,66560
66561,66561
66562,66562
66563,66563
66564,66564
66565,66565
66566,66566
66567,66567
66569,66569
66570,66570
66571,66571
66572,66572
66573,66573
66574,66574
66575,66575
66579,66579
66580,66580
66581,66581
66582,66582
66583,66583
66585,66585
66588,66588
66590,66590
66592,66592
66593,66593
66594,66594
66595,66595
66596,66596
66597,66597
66599,66599
66601,66601
66602,66602
66604,66604
66606,66606
66608,66608
66609,66609
66610,66610
66611,66611
66612,66612
66613,66613
66614,66614
66615,66615
66617,66617
66618,66618
66619,66619
66620,66620
66621,66621
66622,66622
66623,66623
66624,66624
66626,66626
66627,66627
66628,66628
66629,66629
66630,66630
66631,66631
66634,66634
66635,66635
66636,66636
66638,66638
66640,66640
66641,66641
66642,66642
66643,66643
66644,66644
66645,66645
66646,66646
66647,66647
66649,66649
66650,66650
66651,66651
66652,66652
66654,66654
66655,66655
66656,66656
66657,66657
66658,66658
66659,66659
66660,66660
66661,66661
66662,66662
66663,66663
66665,66665
66666,66666
66667,66667
66670,66670
66671,66671
66672,66672
66673,66673
66674,66674
